Match_ID,Season,Team1,Team2,Venue,City,Toss_Winner,Toss_Decision,Winner,Win_Margin,Win_Type,Win_By,Player_of_Match,Match_Type,Target_Score,Overs,Toss_Winner_Won_Match,Batting_First_Won
965,2023,Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,Mumbai,Chennai Super Kings,Bat,Chennai Super Kings,98,Runs,98 runs,Faf du Plessis,League,132,20,Yes,Yes
966,2023,Punjab Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,Hyderabad,Rajasthan Royals,Bat,Punjab Kings,1,Wickets,1 wickets,David Miller,League,171,20,No,No
967,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,HPCA Stadium,Dharamsala,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,80,Runs,80 runs,Travis Head,League,164,20,Yes,No
968,2023,Royal Challengers Bangalore,Mumbai Indians,Barabati Stadium,Cuttack,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,1,Wickets,1 wickets,Mohammed Siraj,League,162,20,Yes,Yes
969,2023,Delhi Capitals,Punjab Kings,VCA Stadium,Nagpur,Punjab Kings,Bat,Delhi Capitals,19,Runs,19 runs,Shikhar Dhawan,League,153,20,No,No
970,2023,Gujarat Titans,Delhi Capitals,Sardar Patel Stadium,Ahmedabad,Delhi Capitals,Bat,Gujarat Titans,42,Runs,42 runs,Mohammed Shami,League,177,20,No,No
971,2023,Royal Challengers Bangalore,Punjab Kings,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Punjab Kings,Field,Royal Challengers Bangalore,8,Wickets,8 wickets,Yuzvendra Chahal,League,192,20,No,Yes
972,2023,Mumbai Indians,Punjab Kings,Holkar Cricket Stadium,Indore,Punjab Kings,Bat,Mumbai Indians,7,Wickets,7 wickets,Krunal Pandya,League,190,20,No,No
973,2023,Punjab Kings,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Punjab Kings,Bat,Punjab Kings,62,Runs,62 runs,Kagiso Rabada,League,198,20,Yes,Yes
974,2023,Delhi Capitals,Kolkata Knight Riders,Feroz Shah Kotla,Delhi,Kolkata Knight Riders,Bat,Kolkata Knight Riders,5,Wickets,5 wickets,Venkatesh Iyer,League,151,20,Yes,Yes
975,2023,Rajasthan Royals,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,Raipur,Chennai Super Kings,Field,Rajasthan Royals,3,Wickets,3 wickets,Yuzvendra Chahal,League,130,20,No,Yes
976,2023,Lucknow Super Giants,Punjab Kings,JSCA International Stadium,Ranchi,Lucknow Super Giants,Field,Punjab Kings,40,Runs,40 runs,KL Rahul,League,198,20,No,Yes
977,2023,Sunrisers Hyderabad,Chennai Super Kings,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,Bat,Chennai Super Kings,94,Runs,94 runs,Faf du Plessis,League,130,20,Yes,Yes
978,2023,Kolkata Knight Riders,Punjab Kings,Rajiv Gandhi International Stadium,Hyderabad,Punjab Kings,Field,Punjab Kings,7,Wickets,7 wickets,Jonny Bairstow,League,186,20,Yes,No
979,2023,Kolkata Knight Riders,Rajasthan Royals,HPCA Stadium,,Rajasthan Royals,Field,Rajasthan Royals,5,Wickets,5 wickets,Jos Buttler,League,141,20,Yes,No
980,2023,Rajasthan Royals,Kolkata Knight Riders,Barabati Stadium,Cuttack,Rajasthan Royals,Field,Kolkata Knight Riders,10,Wickets,10 wickets,BB McCullum,League,206,20,No,Yes
981,2023,Delhi Capitals,Mumbai Indians,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Mumbai Indians,Bat,Mumbai Indians,15,Runs,15 runs,Lasith Malinga,League,155,20,Yes,Yes
982,2023,Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Hyderabad,Royal Challengers Bangalore,Bat,Rajasthan Royals,81,Runs,81 runs,Jos Buttler,League,190,20,No,No
983,2023,Delhi Capitals,Kolkata Knight Riders,JSCA International Stadium,Ranchi,Delhi Capitals,Bat,Kolkata Knight Riders,10,Wickets,10 wickets,Rinku Singh,League,192,20,No,No
984,2023,Gujarat Titans,Royal Challengers Bangalore,Wankhede Stadium,Mumbai,Gujarat Titans,Bat,Royal Challengers Bangalore,90,Runs,90 runs,Chris Gayle,League,150,20,No,No
985,2023,Punjab Kings,Gujarat Titans,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Punjab Kings,Bat,Punjab Kings,17,Runs,17 runs,Jonny Bairstow,League,177,20,Yes,Yes
986,2023,Lucknow Super Giants,Kolkata Knight Riders,HPCA Stadium,Dharamsala,Kolkata Knight Riders,Field,Kolkata Knight Riders,64,Runs,64 runs,Venkatesh Iyer,League,164,20,Yes,No
987,2023,Mumbai Indians,Kolkata Knight Riders,,Lucknow,Kolkata Knight Riders,Field,Kolkata Knight Riders,8,Wickets,8 wickets,,League,193,20,Yes,No
988,2023,Lucknow Super Giants,Royal Challengers Bangalore,Sardar Patel Stadium,Ahmedabad,Lucknow Super Giants,Bat,Lucknow Super Giants,54,Runs,54 runs,KL Rahul,League,152,20,Yes,Yes
989,2023,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International Stadium,Ranchi,,Bat,Kolkata Knight Riders,13,Runs,13 runs,Andre Russell,League,144,20,No,No
990,2023,Rajasthan Royals,Mumbai Indians,HPCA Stadium,Dharamsala,Rajasthan Royals,Bat,Mumbai Indians,6,Wickets,6 wickets,Lasith Malinga,League,215,20,No,No
991,2023,Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,Jaipur,Mumbai Indians,Field,Mumbai Indians,16,Runs,16 runs,Lasith Malinga,League,179,20,Yes,No
992,2023,Delhi Capitals,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Mohali,Delhi Capitals,Bat,Delhi Capitals,35,Runs,35 runs,Kagiso Rabada,League,217,20,Yes,Yes
993,2023,Sunrisers Hyderabad,Rajasthan Royals,Barabati Stadium,Cuttack,Rajasthan Royals,Field,Sunrisers Hyderabad,73,Runs,73 runs,Jonny Bairstow,League,197,20,No,Yes
994,2023,Rajasthan Royals,Mumbai Indians,Eden Gardens,Kolkata,Mumbai Indians,Field,Rajasthan Royals,45,Runs,45 runs,Yusuf Pathan,League,211,20,No,Yes
995,2023,Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Bat,Chennai Super Kings,68,Runs,68 runs,Ruturaj Gaikwad,League,153,20,Yes,Yes
996,2023,Lucknow Super Giants,Rajasthan Royals,Rajiv Gandhi International Stadium,Hyderabad,Rajasthan Royals,Field,Rajasthan Royals,69,Runs,69 runs,Yuzvendra Chahal,League,216,20,Yes,No
997,2023,Chennai Super Kings,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,Raipur,Kolkata Knight Riders,Bat,Chennai Super Kings,36,Runs,36 runs,Devon Conway,League,161,20,No,No
998,2023,Chennai Super Kings,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,Kolkata Knight Riders,Field,Kolkata Knight Riders,3,Wickets,3 wickets,Manoj Tiwary,League,131,20,Yes,No
999,2023,Rajasthan Royals,Kolkata Knight Riders,HPCA Stadium,Dharamsala,Kolkata Knight Riders,Bat,Kolkata Knight Riders,8,Wickets,8 wickets,Shubman Gill,League,208,20,Yes,Yes
1000,2023,Gujarat Titans,Rajasthan Royals,BRSABV Ekana Cricket Stadium,Lucknow,Gujarat Titans,Field,Rajasthan Royals,69,Runs,69 runs,Yusuf Pathan,League,165,20,No,Yes
1001,2023,Chennai Super Kings,Lucknow Super Giants,Sardar Patel Stadium,Ahmedabad,Lucknow Super Giants,Field,Chennai Super Kings,4,Wickets,4 wickets,Ambati Rayudu,League,165,20,No,Yes
1002,2023,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata,Kolkata Knight Riders,Bat,Kolkata Knight Riders,68,Runs,68 runs,Shubman Gill,League,219,20,Yes,Yes
1003,2023,Gujarat Titans,Rajasthan Royals,Holkar Cricket Stadium,Indore,Rajasthan Royals,Field,Rajasthan Royals,6,Wickets,6 wickets,Riyan Parag,League,185,20,Yes,No
1004,2023,Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,5,Wickets,5 wickets,David Warner,League,215,20,Yes,No
1005,2023,Rajasthan Royals,Royal Challengers Bangalore,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Royal Challengers Bangalore,Bat,Rajasthan Royals,10,Wickets,10 wickets,Jos Buttler,League,176,20,No,No
1006,2023,Lucknow Super Giants,Rajasthan Royals,M Chinnaswamy Stadium,Bangalore,Rajasthan Royals,Bat,Lucknow Super Giants,9,Wickets,9 wickets,Nicholas Pooran,League,136,20,No,No
1007,2023,Gujarat Titans,Lucknow Super Giants,Maharashtra Cricket Association Stadium,Pune,Gujarat Titans,Bat,Lucknow Super Giants,7,Wickets,7 wickets,Mark Wood,League,139,20,No,No
1008,2023,Delhi Capitals,Punjab Kings,JSCA International Stadium,Ranchi,Delhi Capitals,Bat,Delhi Capitals,28,Runs,28 runs,Shreyas Iyer,League,176,20,Yes,Yes
1009,2023,Kolkata Knight Riders,Delhi Capitals,Feroz Shah Kotla,Delhi,Kolkata Knight Riders,Field,Kolkata Knight Riders,38,Runs,38 runs,Manoj Tiwary,League,138,20,Yes,No
1010,2023,Lucknow Super Giants,Gujarat Titans,Holkar Cricket Stadium,Indore,Gujarat Titans,Bat,Lucknow Super Giants,9,Wickets,9 wickets,Nicholas Pooran,League,197,20,No,No
1011,2023,Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,Delhi,Delhi Capitals,Bat,Delhi Capitals,15,Runs,15 runs,Prithvi Shaw,League,173,20,Yes,Yes
1012,2023,Mumbai Indians,Chennai Super Kings,Arun Jaitley Stadium,Delhi,Chennai Super Kings,Bat,Chennai Super Kings,51,Runs,51 runs,Michael Hussey,League,214,20,Yes,Yes
1013,2023,Punjab Kings,Mumbai Indians,Arun Jaitley Stadium,Delhi,Mumbai Indians,Field,Mumbai Indians,54,Runs,54 runs,Krunal Pandya,League,204,20,Yes,No
1014,2023,Royal Challengers Bangalore,Chennai Super Kings,BRSABV Ekana Cricket Stadium,Lucknow,Chennai Super Kings,Bat,Royal Challengers Bangalore,10,Runs,10 runs,Faf du Plessis,League,206,20,No,No
1015,2023,Rajasthan Royals,Mumbai Indians,Feroz Shah Kotla,Delhi,Rajasthan Royals,Bat,Mumbai Indians,62,Runs,62 runs,Kieron Pollard,League,130,20,No,No
1016,2023,Lucknow Super Giants,Sunrisers Hyderabad,MA Chidambaram Stadium,Chennai,Sunrisers Hyderabad,Bat,Lucknow Super Giants,6,Wickets,6 wickets,Nicholas Pooran,League,150,20,No,No
1017,2023,Mumbai Indians,Gujarat Titans,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Gujarat Titans,Field,Gujarat Titans,100,Runs,100 runs,Shubman Gill,League,191,20,Yes,No
1018,2023,Lucknow Super Giants,Mumbai Indians,DY Patil Stadium,Navi Mumbai,Lucknow Super Giants,Bat,Lucknow Super Giants,93,Runs,93 runs,Mark Wood,League,176,20,Yes,Yes
1019,2023,Kolkata Knight Riders,Rajasthan Royals,Holkar Cricket Stadium,Indore,Kolkata Knight Riders,Field,Kolkata Knight Riders,33,Runs,33 runs,Sunil Narine,League,144,20,Yes,No
1020,2023,Sunrisers Hyderabad,Kolkata Knight Riders,Brabourne Stadium,Mumbai,Sunrisers Hyderabad,Field,Kolkata Knight Riders,90,Runs,90 runs,Rinku Singh,League,135,20,No,Yes
1021,2023,Rajasthan Royals,Gujarat Titans,BRSABV Ekana Cricket Stadium,Lucknow,Rajasthan Royals,Field,Rajasthan Royals,34,Runs,34 runs,Riyan Parag,League,162,20,Yes,No
1022,2023,Sunrisers Hyderabad,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,Sunrisers Hyderabad,Field,Mumbai Indians,72,Runs,72 runs,Jasprit Bumrah,League,172,20,No,Yes
1023,2023,Gujarat Titans,Sunrisers Hyderabad,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Bat,Gujarat Titans,33,Runs,33 runs,David Miller,League,174,20,Yes,Yes
1024,2023,Sunrisers Hyderabad,Lucknow Super Giants,Feroz Shah Kotla,Delhi,Lucknow Super Giants,Field,Lucknow Super Giants,13,Runs,13 runs,Ravi Bishnoi,Playoff,159,20,Yes,No
1025,2023,Sunrisers Hyderabad,Delhi Capitals,Punjab Cricket Association Stadium,Mohali,Sunrisers Hyderabad,Bat,Delhi Capitals,7,Wickets,7 wickets,Kagiso Rabada,Playoff,171,20,No,No
1026,2023,Gujarat Titans,Rajasthan Royals,MA Chidambaram Stadium,Chennai,Gujarat Titans,Field,Rajasthan Royals,13,Runs,13 runs,Shane Warne,Playoff,150,20,No,Yes
1027,2023,Sunrisers Hyderabad,Chennai Super Kings,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,Field,Chennai Super Kings,89,Runs,89 runs,Ruturaj Gaikwad,Final,148,20,Yes,No
1028,2023,Mumbai Indians,Gujarat Titans,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Gujarat Titans,Field,Mumbai Indians,1,Wickets,1 wickets,Tilak Varma,Playoff,215,20,No,Yes
1029,2024,Rajasthan Royals,Mumbai Indians,Sardar Patel Stadium,,Rajasthan Royals,Bat,Mumbai Indians,57,Runs,57 runs,Rohit Sharma,League,194,20,No,No
1030,2024,Royal Challengers Bangalore,Lucknow Super Giants,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Bat,Lucknow Super Giants,10,Wickets,10 wickets,Nicholas Pooran,League,182,20,No,No
1031,2024,Lucknow Super Giants,Sunrisers Hyderabad,Eden Gardens,Kolkata,Lucknow Super Giants,Field,Lucknow Super Giants,86,Runs,86 runs,KL Rahul,League,191,20,Yes,No
1032,2024,Gujarat Titans,Mumbai Indians,JSCA International Stadium,Ranchi,Gujarat Titans,Bat,Gujarat Titans,4,Wickets,4 wickets,,League,199,20,Yes,Yes
1033,2024,Sunrisers Hyderabad,Kolkata Knight Riders,BRSABV Ekana Cricket Stadium,Lucknow,Kolkata Knight Riders,Bat,Sunrisers Hyderabad,2,Wickets,2 wickets,Heinrich Klaasen,League,155,20,No,No
1034,2024,Mumbai Indians,Delhi Capitals,JSCA International Stadium,Ranchi,Delhi Capitals,Field,Delhi Capitals,65,Runs,65 runs,Axar Patel,League,201,20,Yes,No
1035,2024,Gujarat Titans,Kolkata Knight Riders,Feroz Shah Kotla,Delhi,Gujarat Titans,Bat,Kolkata Knight Riders,93,Runs,93 runs,Shubman Gill,League,197,20,No,No
1036,2024,Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Bat,Punjab Kings,2,Wickets,2 wickets,David Miller,League,138,20,No,No
1037,2024,Delhi Capitals,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Field,Lucknow Super Giants,7,Wickets,7 wickets,Mark Wood,League,177,20,Yes,No
1038,2024,Sunrisers Hyderabad,Mumbai Indians,Brabourne Stadium,Mumbai,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,67,Runs,67 runs,Jonny Bairstow,League,152,20,Yes,Yes
1039,2024,Chennai Super Kings,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,Kolkata Knight Riders,Field,Kolkata Knight Riders,96,Runs,96 runs,Rinku Singh,League,179,20,Yes,No
1040,2024,Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association Stadium,Mohali,Punjab Kings,Bat,Sunrisers Hyderabad,87,Runs,87 runs,Wriddhiman Saha,League,203,20,No,No
1041,2024,Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,Kolkata,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,62,Runs,62 runs,Yuzvendra Chahal,League,153,20,Yes,No
1042,2024,Punjab Kings,Kolkata Knight Riders,Holkar Cricket Stadium,Indore,Kolkata Knight Riders,Bat,Punjab Kings,8,Wickets,8 wickets,Kagiso Rabada,League,158,20,No,No
1043,2024,Gujarat Titans,Kolkata Knight Riders,MA Chidambaram Stadium,Chennai,Kolkata Knight Riders,Bat,Kolkata Knight Riders,5,Wickets,5 wickets,Venkatesh Iyer,League,164,20,Yes,Yes
1044,2024,Chennai Super Kings,Kolkata Knight Riders,HPCA Stadium,Dharamsala,,Bat,Kolkata Knight Riders,4,Wickets,4 wickets,Venkatesh Iyer,League,150,20,Yes,Yes
1045,2024,Delhi Capitals,Rajasthan Royals,M Chinnaswamy Stadium,Bangalore,Delhi Capitals,Bat,Rajasthan Royals,6,Runs,6 runs,Steven Smith,League,173,20,No,No
1046,2024,Sunrisers Hyderabad,Mumbai Indians,JSCA International Stadium,Ranchi,Sunrisers Hyderabad,Bat,Mumbai Indians,5,Wickets,5 wickets,Ishan Kishan,League,141,20,No,No
1047,2024,Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Mohali,Sunrisers Hyderabad,Field,Chennai Super Kings,20,Runs,20 runs,Ravindra Jadeja,League,177,20,No,Yes
1048,2024,Kolkata Knight Riders,Lucknow Super Giants,VCA Stadium,Nagpur,Lucknow Super Giants,Bat,Kolkata Knight Riders,16,Runs,16 runs,Shubman Gill,League,206,20,No,No
1049,2024,Mumbai Indians,Rajasthan Royals,MA Chidambaram Stadium,Chennai,Mumbai Indians,Field,Rajasthan Royals,45,Runs,45 runs,Yusuf Pathan,League,160,20,No,Yes
1050,2024,Sunrisers Hyderabad,Royal Challengers Bangalore,Holkar Cricket Stadium,Indore,Royal Challengers Bangalore,Field,Sunrisers Hyderabad,51,Runs,51 runs,Kane Williamson,League,167,20,No,Yes
1051,2024,Gujarat Titans,Delhi Capitals,HPCA Stadium,Dharamsala,Gujarat Titans,Field,Delhi Capitals,70,Runs,70 runs,Axar Patel,League,207,20,No,Yes
1052,2024,Royal Challengers Bangalore,Rajasthan Royals,Shaheed Veer Narayan Singh International Stadium,Raipur,Rajasthan Royals,Field,Rajasthan Royals,82,Runs,82 runs,Shane Watson,League,214,20,Yes,No
1053,2024,Royal Challengers Bangalore,Chennai Super Kings,HPCA Stadium,Dharamsala,Royal Challengers Bangalore,Field,Chennai Super Kings,7,Wickets,7 wickets,Shane Watson,League,162,20,No,Yes
1054,2024,Chennai Super Kings,Rajasthan Royals,,Visakhapatnam,Chennai Super Kings,Bat,Chennai Super Kings,100,Runs,100 runs,Moeen Ali,League,172,20,Yes,Yes
1055,2024,Delhi Capitals,Mumbai Indians,Barabati Stadium,Cuttack,Delhi Capitals,Bat,Mumbai Indians,92,Runs,92 runs,Suryakumar Yadav,League,190,20,No,No
1056,2024,Royal Challengers Bangalore,Kolkata Knight Riders,Feroz Shah Kotla,Delhi,Kolkata Knight Riders,Field,Royal Challengers Bangalore,81,Runs,81 runs,Faf du Plessis,League,155,20,No,Yes
1057,2024,Kolkata Knight Riders,Rajasthan Royals,Shaheed Veer Narayan Singh International Stadium,Raipur,Rajasthan Royals,Field,Rajasthan Royals,5,Wickets,5 wickets,Shane Watson,League,171,20,Yes,No
1058,2024,Rajasthan Royals,Royal Challengers Bangalore,MA Chidambaram Stadium,Chennai,Rajasthan Royals,Field,Rajasthan Royals,25,Runs,25 runs,Ajinkya Rahane,League,158,20,Yes,No
1059,2024,Punjab Kings,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,Raipur,Sunrisers Hyderabad,Field,Punjab Kings,10,Wickets,10 wickets,KL Rahul,League,182,20,No,Yes
1060,2024,Gujarat Titans,Royal Challengers Bangalore,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Bat,Gujarat Titans,34,Runs,34 runs,Hardik Pandya,League,132,20,Yes,Yes
1061,2024,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,,Rajasthan Royals,Bat,Royal Challengers Bangalore,14,Runs,14 runs,Daniel Vettori,League,204,20,No,No
1062,2024,Mumbai Indians,Punjab Kings,HPCA Stadium,Dharamsala,Mumbai Indians,Bat,Punjab Kings,6,Wickets,6 wickets,Chris Gayle,League,140,20,No,No
1063,2024,Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,Jaipur,Lucknow Super Giants,Field,Royal Challengers Bangalore,51,Runs,51 runs,Glenn Maxwell,League,183,20,No,Yes
1064,2024,Delhi Capitals,Sunrisers Hyderabad,DY Patil Stadium,Navi Mumbai,Sunrisers Hyderabad,Bat,Delhi Capitals,26,Runs,26 runs,Anrich Nortje,League,157,20,No,No
1065,2024,Kolkata Knight Riders,Chennai Super Kings,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,Bat,Chennai Super Kings,10,Wickets,10 wickets,Deepak Chahar,League,145,20,Yes,Yes
1066,2024,Mumbai Indians,Lucknow Super Giants,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,Bat,Mumbai Indians,4,Wickets,4 wickets,Quinton de Kock,League,209,20,Yes,Yes
1067,2024,Gujarat Titans,Chennai Super Kings,MA Chidambaram Stadium,Chennai,Gujarat Titans,Field,Chennai Super Kings,30,Runs,30 runs,Suresh Raina,League,147,20,No,Yes
1068,2024,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Bat,Rajasthan Royals,2,Wickets,2 wickets,Shane Watson,League,163,20,No,No
1069,2024,Kolkata Knight Riders,Royal Challengers Bangalore,VCA Stadium,Nagpur,Kolkata Knight Riders,Field,Kolkata Knight Riders,10,Wickets,10 wickets,Shubman Gill,League,215,20,Yes,No
1070,2024,Gujarat Titans,Lucknow Super Giants,VCA Stadium,Nagpur,Gujarat Titans,Bat,Lucknow Super Giants,62,Runs,62 runs,Mark Wood,League,213,20,No,No
1071,2024,Royal Challengers Bangalore,Punjab Kings,DY Patil Stadium,Navi Mumbai,Royal Challengers Bangalore,Bat,Punjab Kings,3,Wickets,3 wickets,Chris Gayle,League,155,20,No,No
1072,2024,Lucknow Super Giants,Royal Challengers Bangalore,Barabati Stadium,Cuttack,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,9,Wickets,9 wickets,Dinesh Karthik,League,215,20,Yes,Yes
1073,2024,Rajasthan Royals,Punjab Kings,HPCA Stadium,Dharamsala,Punjab Kings,Bat,Punjab Kings,23,Runs,23 runs,Mayank Agarwal,League,177,20,Yes,Yes
1074,2024,Punjab Kings,Royal Challengers Bangalore,HPCA Stadium,Dharamsala,Royal Challengers Bangalore,Bat,Punjab Kings,4,Wickets,4 wickets,Jonny Bairstow,League,178,20,No,No
1075,2024,Punjab Kings,Chennai Super Kings,Rajiv Gandhi International Stadium,Hyderabad,Punjab Kings,Bat,Chennai Super Kings,65,Runs,65 runs,Devon Conway,League,162,20,No,No
1076,2024,Gujarat Titans,Mumbai Indians,Feroz Shah Kotla,Delhi,Gujarat Titans,Field,Mumbai Indians,4,Wickets,4 wickets,Lasith Malinga,League,170,20,No,Yes
1077,2024,Kolkata Knight Riders,Lucknow Super Giants,Holkar Cricket Stadium,Indore,Kolkata Knight Riders,Field,Kolkata Knight Riders,87,Runs,87 runs,Shubman Gill,League,165,20,Yes,No
1078,2024,Royal Challengers Bangalore,Gujarat Titans,Rajiv Gandhi International Stadium,Hyderabad,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,60,Runs,60 runs,Virat Kohli,League,215,20,Yes,Yes
1079,2024,Kolkata Knight Riders,Gujarat Titans,Punjab Cricket Association Stadium,Mohali,Kolkata Knight Riders,Field,Kolkata Knight Riders,9,Wickets,9 wickets,Andre Russell,League,171,20,Yes,No
1080,2024,Kolkata Knight Riders,Lucknow Super Giants,Shaheed Veer Narayan Singh International Stadium,Raipur,Kolkata Knight Riders,Bat,Lucknow Super Giants,9,Runs,9 runs,Deepak Hooda,League,141,20,No,No
1081,2024,Rajasthan Royals,Delhi Capitals,HPCA Stadium,Dharamsala,Rajasthan Royals,Bat,Delhi Capitals,54,Runs,54 runs,Kagiso Rabada,League,215,20,No,No
1082,2024,Chennai Super Kings,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,9,Wickets,9 wickets,Chris Gayle,League,199,20,Yes,No
1083,2024,Delhi Capitals,Punjab Kings,Barabati Stadium,Cuttack,Punjab Kings,Bat,Punjab Kings,7,Wickets,7 wickets,David Miller,League,211,20,Yes,Yes
1084,2024,Lucknow Super Giants,Kolkata Knight Riders,VCA Stadium,Nagpur,Lucknow Super Giants,Bat,Lucknow Super Giants,56,Runs,56 runs,Mark Wood,League,216,20,Yes,Yes
1085,2024,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Chennai,Kolkata Knight Riders,Bat,Kolkata Knight Riders,4,Wickets,4 wickets,Sourav Ganguly,League,160,20,Yes,Yes
1086,2024,Punjab Kings,Gujarat Titans,Punjab Cricket Association Stadium,Mohali,Gujarat Titans,Bat,Punjab Kings,4,Wickets,4 wickets,David Miller,League,152,20,No,No
1087,2024,Kolkata Knight Riders,Rajasthan Royals,DY Patil Stadium,Navi Mumbai,Rajasthan Royals,Bat,Kolkata Knight Riders,40,Runs,40 runs,BB McCullum,League,158,20,No,No
